achúra,menudencias,menudencia,N,C,F,P
vy'aha,recreaciones,recreación,N,C,F,P
vy'aha,esparcimiento,esparcimiento,N,C,M,S
vy'aha,esparcimientos,esparcimiento,N,C,M,P
vy'aha,querencia,querencia,N,C,F,S
vy'aha,querencias,querencia,N,C,F,P
vy'apavẽ,felicidad,felicidad,N,C,F,S
vy'apavẽ,felicidades,felicidad,N,C,F,P
"vy'araity,_vy'arenda",paraíso,paraíso,N,C,M,S
"vy'araity,_vy'arenda",paraísos,paraíso,N,C,M,P
"vy'araity,_vy'arenda",edén,edén,N,C,M,S
"vy'araity,_vy'arenda",edenes,edén,N,C,M,P
vy'a'ỹ,tristeza,tristeza,N,C,F,S
vy'a'ỹ,tristezas,tristeza,N,C,F,P
vy'a'ỹ,descontenta,descontento,N,C,F,S
vy'a'ỹ,descontentas,descontento,N,C,F,P
vy'a'ỹ,descontento,descontento,N,C,M,S
vy'a'ỹ,descontentos,descontento,N,C,M,P
vy'a'ỹ,aflicción,aflicción,N,C,F,S
vy'a'ỹ,aflicciones,aflicción,N,C,F,P
vy'a'ỹ,sinsabor,sinsabor,N,C,M,S
vy'a'ỹ,sinsabores,sinsabor,N,C,M,P
vy'a'ỹ,desdicha,desdicha,N,C,F,S
vy'a'ỹ,desdichas,desdicha,N,C,F,P
vy'a'ỹ,incomodidad,incomodidad,N,C,F,S
vy'a'ỹ,incomodidades,incomodidad,N,C,F,P
vy'a'ỹ,melancolía,melancolía,N,C,F,S
vy'a'ỹ,melancolías,melancolía,N,C,F,P
výro,tonta,tonto,N,C,F,S
výro,tontas,tonto,N,C,F,P
výro,tonto,tonto,N,C,M,S
výro,tontos,tonto,N,C,M,P
výro,sonso,sonso,N,C,M,S
výro,sonsos,sonso,N,C,M,P
výro,necia,necio,N,C,F,S
výro,necias,necio,N,C,F,P
výro,necio,necio,N,C,M,S
výro,necios,necio,N,C,M,P
výro,boba,bobo,N,C,F,S
výro,bobas,bobo,N,C,F,P
výro,bobo,bobo,N,C,M,S
výro,bobos,bobo,N,C,M,P
výro,estúpida,estúpido,N,C,F,S
výro,estúpidas,estúpido,N,C,F,P
výro,estúpido,estúpido,N,C,M,S
výro,estúpidos,estúpido,N,C,M,P
výro,imbécil,imbécil,N,C,C,S
výro,imbéciles,imbécil,N,C,C,P
y,agua,agua,N,C,C,S
y,aguas,agua,N,C,F,P
y,río,río,N,C,M,S
y,ríos,río,N,C,M,P
"yakã,_y'akã",arroyo,arroyo,N,C,M,S
"yakã,_y'akã",arroyos,arroyo,N,C,M,P
"yakã,_y'akã",naciente,naciente,N,C,M,S
"yakã,_y'akã",nacientes,naciente,N,C,M,P
yapeno,ola,ola,N,C,F,S
yapeno,olas,ola,N,C,F,P
yapeno,onda,onda,N,C,F,S
yapeno,ondas,onda,N,C,F,P
yga,nave,nave,N,C,F,S
yga,naves,nave,N,C,F,P
yga,canoa,canoa,N,C,F,S
yga,canoas,canoa,N,C,F,P
yga,bote,bote,N,C,M,S
yga,botes,bote,N,C,M,P
yga,piragua,piragua,N,C,F,S
yga,piraguas,piragua,N,C,F,P
yga,lancha,lancha,N,C,F,S
yga,lanchas,lancha,N,C,F,P
yga,barco,barco,N,C,M,S
yga,barcos,barco,N,C,M,P
ygape,balsa,balsa,N,C,F,S
ygape,balsas,balsa,N,C,F,P
ygapóra,navegante,navegante,N,C,C,S
ygapóra,navegantes,navegante,N,C,C,P
ygarape,ruta,ruta,N,C,F,S
ygarape,rutas,ruta,N,C,F,P
ygarape,canal,canal,N,C,M,S
ygarape,canales,canal,N,C,M,P
ygarata,embarcación,embarcación,N,C,F,S
ygarata,embarcaciones,embarcación,N,C,F,P
ygarata,navío,navío,N,C,M,S
ygarata,navíos,navío,N,C,M,P
ygarata,buque,buque,N,C,M,S
ygarata,buques,buque,N,C,M,P
ygarata,barco,barco,N,C,M,S
ygarata,barcos,barco,N,C,M,P
ygarupa,puerto,puerto,N,C,M,S
ygarupa,puertos,puerto,N,C,M,P
ygarupa,astillero,astillero,N,C,M,S
ygarupa,astilleros,astillero,N,C,M,P
ygarupa,varadero,varadero,N,C,M,S
ygarupa,varaderos,varadero,N,C,M,P
ygarupa,fondeadero,fondeadero,N,C,M,S
ygarupa,fondeaderos,fondeadero,N,C,M,P
ygarupa,embarcadero,embarcadero,N,C,M,S
ygarupa,embarcaderos,embarcadero,N,C,M,P
ygary,cedro,cedro,N,C,M,S
ygary,cedros,cedro,N,C,M,P
ygatĩ,proa,proa,N,C,F,S
ygatĩ,proas,proa,N,C,F,P
ygua,abrevadero,abrevadero,N,C,M,S
ygua,abrevaderos,abrevadero,N,C,M,P
ygua,aguada,aguada,N,C,F,S
ygua,aguadas,aguada,N,C,F,P
ygua,bebedero,bebedero,N,C,M,S
ygua,bebederos,bebedero,N,C,M,P
yguasu,mar,mar,N,C,C,S
yguasu,mares,mar,N,C,M,P
ygue,mango,mango,N,C,M,S
ygue,mangos,mango,N,C,M,P
ygue,asidero,asidero,N,C,M,S
ygue,asideros,asidero,N,C,M,P
yguy,sumergimiento,sumergimiento,N,C,M,S
yguy,sumergimientos,sumergimiento,N,C,M,P
ygáu,alga,alga,N,C,F,S
ygáu,algas,alga,N,C,F,P
ygáu,musgo,musgo,N,C,M,S
ygáu,musgos,musgo,N,C,M,P
ygáu,moho,moho,N,C,M,S
ygáu,mohos,moho,N,C,M,P
yjere,remanso,remanso,N,C,M,S
yjere,remansos,remanso,N,C,M,P
yjere,bahía,bahía,N,C,F,S
yjere,bahías,bahía,N,C,F,P
yjere,remolino,remolino,N,C,M,S
yjere,remolinos,remolino,N,C,M,P
yjoapy,ola,ola,N,C,F,S
yjoapy,olas,ola,N,C,F,P
yke,lado,lado,N,C,M,S
yke,lados,lado,N,C,M,P
yke,costado,costado,N,C,M,S
yke,costados,costado,N,C,M,P
yke,flanco,flanco,N,C,M,S
yke,flancos,flanco,N,C,M,P
yke,perfil,perfil,N,C,M,S
yke,perfiles,perfil,N,C,M,P
ykeregua,vecina,vecino,N,C,F,S
ykeregua,vecinas,vecino,N,C,F,P
ykeregua,vecino,vecino,N,C,M,S
ykeregua,vecinos,vecino,N,C,M,P
ykua,pozo,pozo,N,C,M,S
ykua,pozos,pozo,N,C,M,P
ykua,fuente,fuente,N,C,F,S
ykua,fuentes,fuente,N,C,F,P
ykua,aljibe,aljibe,N,C,M,S
ykua,aljibes,aljibe,N,C,M,P
ykua,manantial,manantial,N,C,M,S
ykua,manantiales,manantial,N,C,M,P
ymaguare,antigüedad,antigüedad,N,C,F,S
ymaguare,antigüedades,antigüedad,N,C,F,P
yno'õ,laguna,laguna,N,C,F,S
yno'õ,lagunas,laguna,N,C,F,P
yno'õ,charco,charco,N,C,M,S
yno'õ,charcos,charco,N,C,M,P
yno'õngue,charco,charco,N,C,M,S
yno'õngue,charcos,charco,N,C,M,P
yno'õngue,bache,bache,N,C,M,S
yno'õngue,baches,bache,N,C,M,P
ypa,lago,lago,N,C,M,S
ypa,lagos,lago,N,C,M,P
ypa,laguna,laguna,N,C,F,S
ypa,lagunas,laguna,N,C,F,P
ypa,pantano,pantano,N,C,M,S
ypa,pantanos,pantano,N,C,M,P
ypa'i,tajamar,tajamar,N,C,M,S
ypa'i,tajamares,tajamar,N,C,M,P
ypa'ũ,isla,isla,N,C,F,S
ypa'ũ,islas,isla,N,C,F,P
ype,pata,pato,N,C,F,S
ype,patas,pato,N,C,F,P
ype,pato,pato,N,C,M,S
ype,patos,pato,N,C,M,P
ypeguaho,estero,estero,N,C,M,S
ypeguaho,esteros,estero,N,C,M,P
ypi,sequedad,sequedad,N,C,F,S
ypi,sequedades,sequedad,N,C,F,P
ypi,deshidratación,deshidratación,N,C,F,S
ypi,deshidrataciones,deshidratación,N,C,F,P
ypy,origen,origen,N,C,M,S
ypy,orígenes,origen,N,C,M,P
ypy,principio,principio,N,C,M,S
ypy,principios,principio,N,C,M,P
ypy,comienzo,comienzo,N,C,M,S
ypy,comienzos,comienzo,N,C,M,P
ypy,raíces,raíz,N,C,F,P
ypy,raíz,raíz,N,C,F,S
ypy,fundamento,fundamento,N,C,M,S
ypy,fundamentos,fundamento,N,C,M,P
ypy,causa,causa,N,C,F,S
ypy,causas,causa,N,C,F,P
ypykue,origen,origen,N,C,M,S
ypykue,orígenes,origen,N,C,M,P
ypykue,aborigen,aborigen,N,C,C,S
ypykue,aborígenes,aborigen,N,C,C,P
ypykue,antepasada,antepasado,N,C,F,S
ypykue,antepasadas,antepasado,N,C,F,P
ypykue,antepasado,antepasado,N,C,M,S
ypykue,antepasados,antepasado,N,C,M,P
ypykue,linaje,linaje,N,C,M,S
ypykue,linajes,linaje,N,C,M,P
ypykue,progenitor,progenitor,N,C,M,S
ypykue,progenitora,progenitor,N,C,F,S
ypykue,progenitoras,progenitor,N,C,F,P
ypykue,progenitores,progenitor,N,C,M,P
ypykue,procedencia,procedencia,N,C,F,S
ypykue,procedencias,procedencia,N,C,F,P
ypóra,marinera,marinero,N,C,F,S
ypóra,marineras,marinero,N,C,F,P
ypóra,marinero,marinero,N,C,M,S
ypóra,marineros,marinero,N,C,M,P
yrupe,cedazo,cedazo,N,C,M,S
yrupe,cedazos,cedazo,N,C,M,P
yrupe,tamices,tamiz,N,C,M,P
yrupe,tamiz,tamiz,N,C,M,S
yrypy'a,hielo,hielo,N,C,M,S
yrypy'a,hielos,hielo,N,C,M,P
yryvu,cuervo,cuervo,N,C,M,S
yryvu,cuervos,cuervo,N,C,M,P
yryvu,buitre,buitre,N,C,M,S
yryvu,buitres,buitre,N,C,M,P
ysaja,forma,forma,N,C,F,S
ysaja,formas,forma,N,C,F,P
ysapy,rocío,rocío,N,C,M,S
ysapy,rocíos,rocío,N,C,M,P
ysapy,sereno,sereno,N,C,C,S
ysapy,serenos,sereno,N,C,C,P
yso,gusano,gusano,N,C,M,S
yso,gusanos,gusano,N,C,M,P
yso,oruga,oruga,N,C,F,S
yso,orugas,oruga,N,C,F,P
yso,larva,larva,N,C,F,S
yso,larvas,larva,N,C,F,P
yso,lombrices,lombriz,N,C,F,P
yso,lombriz,lombriz,N,C,F,S
yso,verme,verme,N,C,M,S
yso,vermes,verme,N,C,M,P
ysoindy,luciérnaga,luciérnaga,N,C,F,S
ysoindy,luciérnagas,luciérnaga,N,C,F,P
ysope,sanguijuela,sanguijuela,N,C,F,S
ysope,sanguijuelas,sanguijuela,N,C,F,P
ysy,goma,goma,N,C,F,S
ysy,gomas,goma,N,C,F,P
ysy,resina,resina,N,C,F,S
ysy,resinas,resina,N,C,F,P
ysy,savia,savia,N,C,F,S
ysy,savias,savia,N,C,F,P
ysy,caucho,caucho,N,C,M,S
ysy,cauchos,caucho,N,C,M,P
ysypo,liana,liana,N,C,F,S
ysypo,lianas,liana,N,C,F,P
ysypo,bejuco,bejuco,N,C,M,S
ysypo,bejucos,bejuco,N,C,M,P
ysypo,enredadera,enredadera,N,C,F,S
ysypo,enredaderas,enredadera,N,C,F,P
ysypo,hiedra,hiedra,N,C,F,S
ysypo,hiedras,hiedra,N,C,F,P
ysyry,arroyo,arroyo,N,C,M,S
ysyry,arroyos,arroyo,N,C,M,P
ysyry,torrente,torrente,N,C,M,S
ysyry,torrentes,torrente,N,C,M,P
ysyry,río,río,N,C,M,S
ysyry,ríos,río,N,C,M,P
ysyrysẽ,crecida,crecida,N,C,F,S
ysyrysẽ,crecidas,crecida,N,C,F,P
ysyrysẽ,inundación,inundación,N,C,F,S
ysyrysẽ,inundaciones,inundación,N,C,F,P
ysã,poste,poste,N,C,M,S
ysã,postes,poste,N,C,M,P
ysẽ,inundación,inundación,N,C,F,S
ysẽ,inundaciones,inundación,N,C,F,P
ysẽha,desagüe,desagüe,N,C,M,S
ysẽha,desagües,desagüe,N,C,M,P
yta,nácar,nácar,N,C,M,S
yta,nácares,nácar,N,C,M,P
yta,ostra,ostra,N,C,F,S
yta,ostras,ostra,N,C,F,P
yta,concha,concha,N,C,F,S
yta,conchas,concha,N,C,F,P
ytakugua,pava,pavo,N,C,F,S
ytakugua,caldera,caldera,N,C,F,S
ytakugua,calderas,caldera,N,C,F,P
ytororõ,catarata,catarata,N,C,F,S
ytororõ,cataratas,catarata,N,C,F,P
ytororõ,cascada,cascada,N,C,F,S
ytororõ,cascadas,cascada,N,C,F,P
ytu,cascada,cascada,N,C,F,S
ytu,cascadas,cascada,N,C,F,P
yty,basura,basura,N,C,F,S
yty,basuras,basura,N,C,F,P
yty,desperdicio,desperdicio,N,C,M,S
yty,desperdicios,desperdicio,N,C,M,P
yty,escoria,escoria,N,C,F,S
yty,escorias,escoria,N,C,F,P
yty,residuo,residuo,N,C,M,S
yty,residuos,residuo,N,C,M,P
ytyapy,basurera,basurero,N,C,F,S
ytyapy,basureras,basurero,N,C,F,P
ytyapy,basurero,basurero,N,C,M,S
ytyapy,basureros,basurero,N,C,M,P
yva,fruta,fruto,N,C,F,S
yvagapy,firmamento,firmamento,N,C,M,S
yvagapy,firmamentos,firmamento,N,C,M,P
yvagapy,universo,universo,N,C,M,S
yvagapy,universos,universo,N,C,M,P
yvate,norte,norte,N,C,M,S
yvate,nortes,norte,N,C,M,P
yvatekue,estatura,estatura,N,C,F,S
yvatekue,estaturas,estatura,N,C,F,P
yvatekue,altura,altura,N,C,F,S
yvatekue,alturas,altura,N,C,F,P
yvatekue,nivel,nivel,N,C,M,S
yvatekue,niveles,nivel,N,C,M,P
yvemby,seto,seto,N,C,M,S
yvemby,setos,seto,N,C,M,P
yvi,filamento,filamento,N,C,M,S
yvi,filamentos,filamento,N,C,M,P
yvi,fibra,fibra,N,C,F,S
yvi,fibras,fibra,N,C,F,P
yvi,hebra,hebra,N,C,F,S
yvi,hebras,hebra,N,C,F,P
yvope,algarrobo,algarrobo,N,C,M,S
yvope,algarrobos,algarrobo,N,C,M,P
yvoty,flor,flor,N,C,F,S
yvoty,flores,flor,N,C,F,P
yvotykuru,capullo,capullo,N,C,M,S
yvotykuru,capullos,capullo,N,C,M,P
yvotykuru,pimpollo,pimpollo,N,C,M,S
yvotykuru,pimpollos,pimpollo,N,C,M,P
yvotyty,jardín,jardín,N,C,M,S
yvotyty,jardines,jardín,N,C,M,P
yvotyty,parque,parque,N,C,M,S
yvotyty,parques,parque,N,C,M,P
yvotyñe'ẽ,poesía,poesía,N,C,F,S
yvotyñe'ẽ,poesías,poesía,N,C,F,P
yvu,manantial,manantial,N,C,M,S
yvu,manantiales,manantial,N,C,M,P
yvu,fuente,fuente,N,C,F,S
yvu,fuentes,fuente,N,C,F,P
yvy,tierra,tierra,N,C,F,S
yvy,tierras,tierra,N,C,F,P
yvy,mundo,mundo,N,C,M,S
yvy,mundos,mundo,N,C,M,P
yvy,pavimento,pavimento,N,C,M,S
yvy,pavimentos,pavimento,N,C,M,P
yvy,suelo,suelo,N,C,M,S
yvy,suelos,suelo,N,C,M,P
yvy,región,región,N,C,F,S
yvy,regiones,región,N,C,F,P
yvyakua,cabo,cabo,N,C,M,S
yvyakua,cabos,cabo,N,C,M,P
yvyakua,península,península,N,C,F,S
yvyakua,penínsulas,península,N,C,F,P
yvyatatĩ,neblina,neblina,N,C,F,S
yvyatatĩ,neblinas,neblina,N,C,F,P
yvyguy,subsuelo,subsuelo,N,C,M,S
yvyguy,subsuelos,subsuelo,N,C,M,P
yvyhevykói,zanja,zanja,N,C,F,S
yvyhevykói,zanjas,zanja,N,C,F,P
yvyja,culebra,culebra,N,C,F,S
yvyja,culebras,culebra,N,C,F,P
yvyjo'o,labranza,labranza,N,C,F,S
yvyjo'o,labranzas,labranza,N,C,F,P
yvyjo'o,excavación,excavación,N,C,F,S
yvyjo'o,excavaciones,excavación,N,C,F,P
yvykua,cueva,cueva,N,C,F,S
yvykua,cuevas,cueva,N,C,F,P
yvykua,caverna,caverna,N,C,F,S
yvykua,cavernas,caverna,N,C,F,P
yvykua,hoyo,hoyo,N,C,M,S
yvykua,hoyos,hoyo,N,C,M,P
yvykua,pozo,pozo,N,C,M,S
yvykua,pozos,pozo,N,C,M,P
yvykua,zanja,zanja,N,C,F,S
yvykua,zanjas,zanja,N,C,F,P
yvykua,bache,bache,N,C,M,S
yvykua,baches,bache,N,C,M,P
yvyku'i,arena,arena,N,C,F,S
yvyku'i,arenas,arena,N,C,F,P
yvyku'i,polvo,polvo,N,C,M,S
yvyku'i,polvos,polvo,N,C,M,P
yvyku'ity,arenal,arenal,N,C,M,S
yvyku'ity,arenales,arenal,N,C,M,P
yvymarae'ỹ,edén,edén,N,C,M,S
yvymarae'ỹ,edenes,edén,N,C,M,P
yvype,llano,llano,N,C,M,S
yvype,llanos,llano,N,C,M,P
yvype,llanura,llanura,N,C,F,S
yvype,llanuras,llanura,N,C,F,P
yvype,valle,valle,N,C,M,S
yvype,valles,valle,N,C,M,P
yvypu'ã,cuesta,cuesta,N,C,F,S
yvypu'ã,cuestas,cuesta,N,C,F,P
yvypu'ã,arribada,arribada,N,C,F,S
yvypu'ã,arribadas,arribada,N,C,F,P
yvypóra,hombre,hombre,N,C,M,S
yvypóra,hombres,hombre,N,C,M,P
yvypóra,persona,persona,N,C,F,S
yvypóra,personas,persona,N,C,F,P
yvypóra,gente,gente,N,C,F,S
yvypóra,gentes,gente,N,C,F,P
yvypóra,morador,morador,N,C,M,S
yvypóra,moradora,morador,N,C,F,S
yvypóra,moradoras,morador,N,C,F,P
yvypóra,moradores,morador,N,C,M,P
yvypóra,habitante,habitante,N,C,C,S
yvypóra,habitantes,habitante,N,C,C,P
yvyra,palo,palo,N,C,M,S
yvyra,palos,palo,N,C,M,P
yvyra,madera,madera,N,C,F,S
yvyra,maderas,madera,N,C,F,P
"yvyraja,_yvyrajára",jueces,juez,N,C,C,P
"yvyraja,_yvyrajára",juez,juez,N,C,C,S
"yvyraja,_yvyrajára",jueza,juez,N,C,F,S
"yvyraja,_yvyrajára",juezas,juez,N,C,F,P
yvyrakua,cepo,cepo,N,C,M,S
yvyrakua,cepos,cepo,N,C,M,P
yvyrakua,cárcel,cárcel,N,C,F,S
yvyrakua,cárceles,cárcel,N,C,F,P
yvyrakua,presidio,presidio,N,C,M,S
yvyrakua,presidios,presidio,N,C,M,P
yvyrakua,prisión,prisión,N,C,F,S
yvyrakua,prisiones,prisión,N,C,F,P
yvyrape,tabla,tabla,N,C,F,S
yvyrape,tablas,tabla,N,C,F,P
yvyrapu,matraca,matraca,N,C,F,S
yvyrapu,matracas,matraca,N,C,F,P
yvyraty,arboleda,arboleda,N,C,F,S
yvyraty,arboledas,arboleda,N,C,F,P
yvyraty,parque,parque,N,C,M,S
yvyraty,parques,parque,N,C,M,P
yvyray,tronco,tronco,N,C,M,S
yvyray,troncos,tronco,N,C,M,P
yvyraygue,rollizo,rollizo,N,C,M,S
yvyraygue,rollizos,rollizo,N,C,M,P
yvyra'i,palito,palito,N,C,M,S
yvyra'i,palitos,palito,N,C,M,P
yvyra'i,cetro,cetro,N,C,M,S
yvyra'i,cetros,cetro,N,C,M,P
yvyrupigua,peatón,peatón,N,C,M,S
yvyrupigua,peatones,peatón,N,C,M,P
yvyryrýi,terremoto,terremoto,N,C,M,S
yvyryrýi,terremotos,terremoto,N,C,M,P
yvysoka,mazo,mazo,N,C,M,S
yvysoka,mazos,mazo,N,C,M,P
yvysusũ,pantano,pantano,N,C,M,S
yvysusũ,pantanos,pantano,N,C,M,P
yvysusũ,estero,estero,N,C,M,S
yvysusũ,esteros,estero,N,C,M,P
yvytimbo,polvareda,polvareda,N,C,F,S
yvytimbo,polvaredas,polvareda,N,C,F,P
yvytimbo,polvo,polvo,N,C,M,S
yvytimbo,polvos,polvo,N,C,M,P
yvytu,viento,viento,N,C,M,S
yvytu,vientos,viento,N,C,M,P
yvytu,aire,aire,N,C,M,S
yvytu,aires,aire,N,C,M,P
yvytu,ventilación,ventilación,N,C,F,S
yvytu,ventilaciones,ventilación,N,C,F,P
yvyty,cerro,cerro,N,C,M,S
yvyty,cerros,cerro,N,C,M,P
yvyty,montaña,montaña,N,C,F,S
yvyty,montañas,montaña,N,C,F,P
yvyty,monte,monte,N,C,M,S
yvyty,montes,monte,N,C,M,P
yvytykua,gruta,gruta,N,C,F,S
yvytykua,grutas,gruta,N,C,F,P
yvytymi,loma,loma,N,C,F,S
yvytymi,lomas,loma,N,C,F,P
yvytymi,colina,colina,N,C,F,S
yvytymi,colinas,colina,N,C,F,P
yvytypa'ũ,valle,valle,N,C,M,S
yvytypa'ũ,valles,valle,N,C,M,P
yvytyrusu,cordillera,cordillera,N,C,F,S
yvytyrusu,cordilleras,cordillera,N,C,F,P
yvytyrusu,serranía,serranía,N,C,F,S
yvytyrusu,serranías,serranía,N,C,F,P
yvyty'ã,ladera,ladera,N,C,F,S
yvyty'ã,laderas,ladera,N,C,F,P
yvytĩ,neblina,neblina,N,C,F,S
yvytĩ,neblinas,neblina,N,C,F,P
yvytĩ,cerrazón,cerrazón,N,C,F,S
yvytĩ,cerrazones,cerrazón,N,C,F,P
yvyvo,foso,foso,N,C,M,S
yvyvo,fosos,foso,N,C,M,P
yvyvovo,puente,puente,N,C,M,S
yvyvovo,puentes,puente,N,C,M,P
yvy'a,papa,papa,N,C,M,S
yvy'a,papas,papa,N,C,M,P
yvy'a,bulbo,bulbo,N,C,M,S
yvy'a,bulbos,bulbo,N,C,M,P
yvy'a,tubérculo,tubérculo,N,C,M,S
yvy'a,tubérculos,tubérculo,N,C,M,P
yvy'ã,barranco,barranco,N,C,M,S
yvy'ã,barrancos,barranco,N,C,M,P
yvy'ã,zanja,zanja,N,C,F,S
yvy'ã,zanjas,zanja,N,C,F,P
yvy'ã,precipicio,precipicio,N,C,M,S
yvy'ã,precipicios,precipicio,N,C,M,P
yvy'ã,bajo,bajo,N,C,M,S
yvy'ã,bajos,bajo,N,C,M,P
yvy'ã,ladera,ladera,N,C,F,S
yvy'ã,laderas,ladera,N,C,F,P
yvy'ã,costa,costa,N,C,F,S
yvy'ã,costas,costa,N,C,F,P
yvága,cielo,cielo,N,C,M,S
yvága,cielos,cielo,N,C,M,P
yvága,firmamento,firmamento,N,C,M,S
yvága,firmamentos,firmamento,N,C,M,P
yvága,paraíso,paraíso,N,C,M,S
yvága,paraísos,paraíso,N,C,M,P
yvóra,mundo,mundo,N,C,M,S
yvóra,mundos,mundo,N,C,M,P
y'uhéi,sed,sed,N,C,F,S
y'upa,remanso,remanso,N,C,M,S
y'upa,remansos,remanso,N,C,M,P
y'upa,remolino,remolino,N,C,M,S
y'upa,remolinos,remolino,N,C,M,P
y'ỹ,sequía,sequía,N,C,F,S
y'ỹ,sequías,sequía,N,C,F,P
y'ỹ,seca,seca,N,C,F,S
y'ỹ,secas,seca,N,C,F,P
y'ỹ,sequedad,sequedad,N,C,F,S
y'ỹ,sequedades,sequedad,N,C,F,P
ánga,alma,alma,N,C,F,S
ánga,almas,alma,N,C,F,P
ánga,espíritu,espíritu,N,C,M,S
ánga,espíritus,espíritu,N,C,M,P
ára,día,día,N,C,M,S
ára,días,día,N,C,M,P
ára,tiempo,tiempo,N,C,M,S
ára,tiempos,tiempo,N,C,M,P
ára,época,época,N,C,F,S
ára,épocas,época,N,C,F,P
ára,era,era,N,C,F,S
ára,eras,era,N,C,F,P
ára,cielo,cielo,N,C,M,S
ára,cielos,cielo,N,C,M,P
áva,cabello,cabello,N,C,M,S
áva,cabellos,cabello,N,C,M,P
áva,cabellera,cabellera,N,C,F,S
áva,cabelleras,cabellera,N,C,F,P
áva,pelo,pelo,N,C,M,S
áva,pelos,pelo,N,C,M,P
ã,sombra,sombra,N,C,F,S
ã,sombras,sombra,N,C,F,P
ã,ausencia,ausencia,N,C,F,S
ã,ausencias,ausencia,N,C,F,P
ãho,suspiro,suspiro,N,C,M,S
ãho,suspiros,suspiro,N,C,M,P
ãho,deseo,deseo,N,C,M,S
ãho,deseos,deseo,N,C,M,P
ãho,añoranza,añoranza,N,C,F,S
ãho,añoranzas,añoranza,N,C,F,P
éu,eructo,eructo,N,C,M,S
éu,eructos,eructo,N,C,M,P
ñahatĩ,libélula,libélula,N,C,F,S
ñahatĩ,libélulas,libélula,N,C,F,P
ñahatĩ,alguacil,alguacil,N,C,M,S
ñahatĩ,alguaciles,alguacil,N,C,M,P
ñaimo'ã'ỹva,casualidad,casualidad,N,C,F,S
ñaimo'ã'ỹva,casualidades,casualidad,N,C,F,P
ñai'ũ,arcilla,arcilla,N,C,F,S
ñai'ũ,arcillas,arcilla,N,C,F,P
ñai'ũ,caolín,caolín,N,C,M,S
ñai'ũ,caolines,caolín,N,C,M,P
ñai'ũ,barro,barro,N,C,M,S
ñai'ũ,barros,barro,N,C,M,P
ñai'ũ,lodo,lodo,N,C,M,S
ñai'ũ,lodos,lodo,N,C,M,P
ñakatĩparo,vuelco,vuelco,N,C,M,S
ñakatĩparo,vuelcos,vuelco,N,C,M,P
ñakurutũ,lechuza,lechuza,N,C,F,S
ñakurutũ,lechuzas,lechuza,N,C,F,P
ñakyrã,cigarra,cigarra,N,C,F,S
ñakyrã,cigarras,cigarra,N,C,F,P
ñakyrã,chicharra,chicharra,N,C,F,S
ñakyrã,chicharras,chicharra,N,C,F,P
ñakãity,respeto,respeto,N,C,M,S
ñakãity,respetos,respeto,N,C,M,P
ñakãity,pleitesía,pleitesía,N,C,F,S
ñakãity,pleitesías,pleitesía,N,C,F,P
ñakãmbota,cabezazo,cabezazo,N,C,M,S
ñakãmbota,cabezazos,cabezazo,N,C,M,P
ñakãrapu'ã,progreso,progreso,N,C,M,S
ñakãrapu'ã,progresos,progreso,N,C,M,P
ñakãrapu'ã,desarrollo,desarrollo,N,C,M,S
ñakãrapu'ã,desarrollos,desarrollo,N,C,M,P
ñana,maleza,maleza,N,C,F,S
ñana,malezas,maleza,N,C,F,P
ñana,hierba,hierba,N,C,F,S
ñana,hierbas,hierba,N,C,F,P
ñana,planta,planta,N,C,F,S
ñana,plantas,planta,N,C,F,P
ñana,mata,mata,N,C,F,S
ñana,matas,mata,N,C,F,P
ñanandy,matorral,matorral,N,C,M,S
ñanandy,matorrales,matorral,N,C,M,P
ñanandy,pastizal,pastizal,N,C,M,S
ñanandy,pastizales,pastizal,N,C,M,P
ñanandy,maleza,maleza,N,C,F,S
ñanandy,malezas,maleza,N,C,F,P
ñandejára,dios,dios,N,C,M,S
ñandejára,diosa,dios,N,C,F,S
ñandejára,diosas,dios,N,C,F,P
ñandejára,dioses,dios,N,C,M,P
ñanduguasu,avestruces,avestruz,N,C,M,P
ñanduguasu,avestruz,avestruz,N,C,M,S
ñanduti,telaraña,telaraña,N,C,F,S
ñanduti,telarañas,telaraña,N,C,F,P
ñandu'a,plumero,plumero,N,C,M,S
ñandu'a,plumeros,plumero,N,C,M,P
ñandyry,aceite,aceite,N,C,M,S
ñandyry,aceites,aceite,N,C,M,P
ñandú,araña,araña,N,C,F,S
ñandú,arañas,araña,N,C,F,P
ñandýva,lubricante,lubricante,N,C,M,S
ñandýva,lubricantes,lubricante,N,C,M,P
ñangapiry,arrayán,arrayán,N,C,M,S
ñangapiry,arrayanes,arrayán,N,C,M,P
ñangareko,cuidado,cuidado,N,C,M,S
ñangareko,cuidados,cuidado,N,C,M,P
ñangareko,atención,atención,N,C,F,S
ñangareko,atenciones,atención,N,C,F,P
ñangareko,preservación,preservación,N,C,F,S
ñangareko,preservaciones,preservación,N,C,F,P
ñangareko,protección,protección,N,C,F,S
ñangareko,protecciones,protección,N,C,F,P
ñangarekoha,cuidador,cuidador,N,C,M,S
ñangarekoha,cuidadora,cuidador,N,C,F,S
ñangarekoha,cuidadoras,cuidador,N,C,F,P
ñangarekoha,cuidadores,cuidador,N,C,M,P
ñangarekoha,encargada,encargado,N,C,F,S
ñangarekoha,encargadas,encargado,N,C,F,P
ñangarekoha,encargado,encargado,N,C,M,S
