Tú tomarás.,Nde pejapyhyt.
Él modera nuestra espalda para esos conocimientos.,Ha'e ombohekoporã ore atukupe umi emba'ekuaakuéra g̃uarã.
Ellos movían.,Omongu'emi hikuái.
Vos limitaste la anciana.,Nde pemboapýrakuri lepiju.
Vosotros pintasteis.,Peẽ pemboparakuri.
Ellos no creen.,Ha'ekuéra ndogueroviai.
Tú paraste.,Nde pepytakuri.
Yo no desarrollo.,Che namongakuaai.
Yo no centraba vuestras comidas a la herida.,Che namombyteimi pene rembi'ukuéra kuarepe.
Nosotros no desarrollamos desde las burlas.,Ñande nañamopu'ãikuri jarukuéra guive.
Nosotros no desarrollamos desde las burlas.,Ore noromopu'ãi mbojojáikuéra guive.
Nosotros acercamos ese traspaso para aquella lista.,Ore romoaguĩ upe ñembohasa ako tysýi g̃uarã.
Nosotros acercamos ese traspaso para aquella lista.,Ñande ñambojakuri upe ñembohasa aipo tysýi g̃uarã.
Nosotros no plantamos.,Ore noromoñembo'yikuri.
Nosotros no plantamos.,Ñande nañamoñembo'yi.
Nosotros no diferenciamos.,Ñande nañamoingoeikuri.
Nosotros no diferenciamos.,Ore noromoingoei.
Ella no corría.,Ha'e ndosyryimi.
Nosotros no movilizaremos desde nuestras eras.,Ore noromongu'eit ore árakuéra guive.
Ella no trasladaba con las selvas.,Ha'e ndorovaimi ka'aguykuéra ndive.
Nosotras no beneficiamos para vuestras muestras.,Ñande ndajapojopyikuri pende jehechaukakuéra g̃uarã.
Nosotras no beneficiamos para vuestras muestras.,Ore ndoropojopyi pene tembiecharãnguéra g̃uarã.
Nosotros entendemos.,Ñande jakuaa.
Ella no necesita vuestra quema.,Ha'e nokotevẽi pende jehapy.
Él burlará.,Ha'e ombotavyt.
Yo no desarrollaré.,Che namongakuaait.
Él palmea ese parque.,Ha'e opete ku yvyraty.
Vosotras habitaréis.,Peẽ peĩt.
Vosotros rompíais.,Peẽ pemondosomi.
Yo sujetaré.,Che ajatykat.
Él no realizaba esa promesa.,Ha'e ndojapoimi ku ñeñe'ẽme'ẽ.
Vosotras no secuestráis vuestras raíces.,Peẽ napeñomiri pende ypykuéra.
Nosotros poníamos.,Ore romoĩmi.
Nosotros hablaremos esas salidas a vuestras oquedades.,Ore roñomongetat umi ñesẽnguéra pene nandikuérape.
Vosotras salíais.,Peẽ pesẽmi.
Ellas no abren por su médico.,Ndope'ai rupi rupihikuái ipohanohára.
Nosotras no pulíamos aquellas ayudas.,Ñande nañamboveraimi umi pytyvõnguéra.
Vos ofreciste.,Nde peropojáikuri.
Yo no sumaba.,Che ndapapaimi.
Ella no finalizó.,Ha'e nomombaikuri.
Vosotros no pintaréis esos pesos en las morales.,Peẽ napemboparait umi pohyikuekuéra marangatukuekuérape.
Tú no ponías hasta estas paces.,Nde napemohendaimi ã ñorairõ'ỹnguéra meve.
Él no empleará.,Ha'e ndoporuit.
Ellas acaban este autor.,Ha'ekuéra opa ko apohare.
Vosotras venís desde esas galerías.,Peẽ pehua'ĩ umi ogaguykuéra guive.
Vosotros moriréis.,Peẽ pemanot.
Ella no comunicaba esta posibilidad a esa payasada.,Ha'e ndokuaaukaimi ko ja upe porombopukahape.
Ella no comunicaba esta posibilidad a esa payasada.,Ha'e ndokuaaukaimi ko ja ku porombopukahape.
Tú no jugaste los descensos.,Nde napeñembosaráirikuri jeguejykuéra.
Él no adelanta.,Ha'e nomotenondei.
Vosotros no movilizasteis.,Peẽ napemongu'eikuri.
Él no suma.,Ha'e ndopapai.
Ellas prescribirán.,Ojapoukat hikuái.
Vosotras cohabitabais.,Peẽ pejehe'ami.
Ellas no componían.,Nomuatyrõimi hikuái.
Ellas no encontraban.,Ndojohuimi hikuái.
Él no repudiaba la estación.,Ha'e noroyrõimi pytaha.
Ellas ensalzaron aquel atado.,Ha'ekuéra omomba'eguasukuri ako apakua.
Vos unes.,Nde pejuaju.
Vos adhieres esas reacciones a estos obreros.,Nde pemboja umi apojováikuéra ã mba'apohárakuérape.
Él no cumplió.,Ha'e nomboajeikuri.
Ellas no paran.,Ha'ekuéra nomombytai.
Vosotros mudáis.,Peẽ peguerova.
Yo no licuaba aquellos dineros.,Che namboykuimi umi pirapirekuéra.
Nosotras derrotábamos nuestras culebras a las propagaciones.,Ore rombojevymi ñane mbóikuéra ñemosarambikuérape.
Ellas tocaron.,Ha'ekuéra opokokuri.
Nosotros no estimulamos esas declaraciones a esa experiencia.,Ore norombohetia'ei umi ñemombe'ukuéra upe tembiasakuepe.
Nosotros no estimulamos esas declaraciones a esa experiencia.,Ñande nañambohetia'eikuri umi ñemombe'ukuéra upe tembiasakuepe.
Nosotros no alegramos.,Ore norombohoryikuri.
Nosotros no alegramos.,Ore noroporombovy'ai.
Ella no clausuraba las empuñaduras con esta arteria.,Ha'e nombotyimi pyhyhakuéra ko tajyguendi.
Vosotros miraréis por ese preso.,Peẽ pemañat upe ñemoka'irãi rehe.
Ellos no valieron aquella fruta.,Ndovaleikuri aipo ‘a hikuái.
Él no transportaba este negocio.,Ha'e ndorahaimi ko ñemu.
Vosotras no movíais.,Peẽ ndapekosoimi.
Ella compone.,Ha'e omoporã.
Vosotros despegaréis vuestras localidades a vuestro milano.,Peẽ pepu'ãt pende távakuéra pende taguatope.
Nosotros no llevamos la provincia desde nuestras asambleas.,Ñande ndajarahai teta'i ore amandajekuéra guive.
Nosotros no llevamos la provincia desde nuestras asambleas.,Ñande ndajaguerahaikuri teta'i ore amandajekuéra guive.
Nosotras prestábamos.,Ñande ñamba'epurumi.
Yo no capturaré estas oportunidades.,Che ndapyhyit ko'ã jakuéra.
Nosotras mareamos aquellos amparos.,Ñande ñamoakãnga'u umi ñemo'ãnguéra.
Nosotras mareamos aquellos amparos.,Ñande ñamoakãnga'ukuri umi ñemo'ãnguéra.
Ella no hallará.,Ha'e ndojohuit.
Yo limitaba.,Che ajami.
Vosotros no revertís aquellas ofensas.,Peẽ napembojevyi umi ñeko'õinguéra.
Vos no esperas.,Nde ndapejeroviai.
Vosotras no movilizasteis.,Peẽ napemongu'eikuri.
Ellas insistirán.,Ha'ekuéra otu'ut.
Ellos fallan.,Ojavy hikuái.
Vos vistes aquellos niños en este futuro.,Nde pemboao umi mitãkuimba'ekuéra ko tenonderãme.
Ella completará nuestra violencia.,Ha'e omombat ore mbarete.
Ellos volvieron.,Ojerekuri hikuái.
Nosotras representaremos nuestras protectoras.,Ore romoha'angat ore mo'ãhakuéra.
Vos reflejabas vuestra semilla a este bobo.,Nde pejajáimi pene ra'ỹi ko výrope.
Nosotras pasaremos.,Ore roikot.
Yo no hallaba aquel alumno.,Che ndajuhuimi aipo temimbo'e.
Ellos no portarán.,Ndoruit hikuái.
Yo no acercaba a vuestro enamorado.,Che ndarojaimi pende hayhuhape.
Yo no abundaré.,Che namumuit.
Vos no pronunciaste.,Nde ndere'yitakuri.
Vosotros tomaréis.,Peẽ pepo'ot.
Ellas entregaron.,Ha'ekuéra ome'ẽkuri.
Nosotros no hilaremos nuestro muchacho.,Ore noropovãit ore mitãrusu.
Vosotras acercasteis los ovillos.,Peẽ perojakuri apu'akuéra.
Vos no tocabas esta conservación.,Nde ndapejavykyimi ko ñongatupy.
Él no acortará.,Ha'e nomombykyit.
Ella no estrena.,Ha'e nomoñepyrũi.
Él no señalará aquellas líneas a aquellas omnipotencias.,Ha'e nomoma'ẽit umi rysýikuéra umi pu'akapakuérape.
Ella no mira.,Ha'e nomañai.
Vos no limitarás.,Nde napemboapýrait.
Vosotras no trasladabais.,Peẽ napembovaimi.
Nosotros dirigíamos.,Ñande ñasãmbyhymi.
Ellos metían.,Oñoñami hikuái.
Ellas no entregan.,Nombopojáiri hikuái.
Él manifestaba.,Ha'e ho'ytami.
Yo no ahondé.,Che nambohypy'ũikuri.
Vosotras no moveréis para los almuerzos.,Peẽ ndapekosoit karukuéra g̃uarã.
Vosotros no crecisteis.,Peẽ ndapekakuaaikuri.
Él establecía.,Ha'e omohendami.
Ella participaba.,Ha'e omomarandumi.
Nosotras hallaremos.,Ore rojohut.
Ella hurgaba.,Ha'e ojepovyvymi.
Vos no asas esta hierba.,Nde napemoka'ẽi ko kapi'i.
Vosotras abristeis ese ejecutor de aquellos aires.,Peẽ pepe'akuri ku apohare umi pytukuéragua.
Yo no mantenía.,Che namongaruimi.
Yo descendía de esta bomba.,Che aguejymi ko tembipugui.
Ellas no pasaban.,Ndojehuimi hikuái.
Ellos significaron ese algodón.,O‘esekuri pe mandyju hikuái.
Yo rompo nuestra biblioteca.,Che ajoka ñane arandukaenda.
Tú no encubrirás nuestra corrupción.,Nde napeñomirit ore tuju.
Tú tocabas.,Nde pepokomi.
Vosotras quedabais.,Peẽ pepytami.
Vosotras habitáis.,Peẽ peĩ.
Ella acercará.,Ha'e orojat.
Nosotros no alojamos.,Ore norombohupaikuri.
Nosotros no alojamos.,Ñande nañamoguahẽi.
Ellas levantan.,Ha'ekuéra oropu'ã.
Yo no estilé esas iglesias.,Che ndajepokuaaikuri umi tupãonguéra.
Él no defendió por nuestro retraso.,Ha'e nopytyvõikuri ore tapykuegua rupi.
Él no secuestraba esta yerba.,Ha'e noñomirimi ko ka'a.
Nosotras habitaremos.,Ore roikot.
Nosotros no demoramos.,Ore norombo'areikuri.
Nosotros no demoramos.,Ore norombo'arei.
Vosotros soltasteis mi centinela.,Peẽ pemondohokuri che mañandára.
Nosotros ponemos.,Ore romohenda.
Ellas no funden nuestra defensora.,Ha'ekuéra nomboykui ore pysyrõha.
Ella no escapó.,Ha'e ndopykúirikuri.
Tú no partiste.,Nde napepesẽ'ãikuri.
Tú acostabas.,Nde pemoñenomi.
Vosotras proseguís sobre esa excavación.,Peẽ pejapove upe yvyjo'o ári.
Tú no dificultaste esa gata.,Nde napembohasyikuri upe mbarakaja.
Ella no echa.,Ha'e ndoityi.
Ellos obraron.,Ha'ekuéra okakakuri.
Ellos no introducen.,Nomoingei hikuái.
Ellos no disponían.,Nomoĩrimi hikuái.
Ella no extiende de nuestras felicitaciones.,Ha'e nomoasãiri ore guerohorykuéragui.
Vosotras no proseguíais a estas vías.,Peẽ ndapejapoveimi ã guatahakuérape.
Ellos no separaban el desacuerdo.,Nombojuavyimi joavy hikuái.
Vosotras sorprendisteis vuestra salida.,Peẽ pembojurujakuri pene sẽ.
Yo trabajo.,Che amba'apo.
Vosotras habláis a vuestra basurera.,Peẽ peñomongeta pende ytyapype.
Él no entrevistaba por estos rechazos.,Ha'e noñomongetaimi ko'ã ñembotovekuéra rehe.
Ellas producirán sobre estas formaciones.,Omoheñóit ári árihikuái ã tesape'akuéra.
Vos no saldrás.,Nde napesẽit.
Tú no pusiste.,Nde napemohendaikuri.
Vosotras no pereceréis.,Peẽ ndapechivuit.
Yo vivo.,Che aikove.
Nosotras no explotaremos de este principio.,Ñande ndajakapuit ko ypygua.
Tú no abrazarás.,Nde napeañuãit.
Él no beneficia.,Ha'e ndopojopyi.
Vosotros no calmasteis estas estupideces a estas debilidades.,Peẽ napembopy'aguapyikuri ko'ã tovatavykuéra ã pila'ikuérape.
Ellas no plantan.,Noñemitỹi hikuái.
Vos no tocaste.,Nde ndapepokoikuri.
Ellas procedieron.,Ha'ekuéra ojapokuri.
Vos cambiaste.,Nde pembojerekuri.
Él no juega.,Ha'e noñembosaráiri.
Vosotras no confiasteis.,Peẽ ndaperoviaikuri.
Vosotros no proyectaréis las viajeras.,Peẽ ndapejaposeit hasahárakuéra.
Nosotras disparábamos.,Ñande jakapumi.
Él significó.,Ha'e o‘esekuri.
Yo no blanqueaba aquellos opositores.,Che namomorotĩrimi umi mbohováivakuéra.
Él objetó esta instrucción.,Ha'e ombohováikuri ko tesape'a.
Nosotros adelantaremos.,Ore romotenondet.
Vos fallas aquella garrapata en estos torneos.,Nde pejejavy aipo jatevu ã ñembohováikuérape.
Nosotras no cagamos.,Ore ndoropotirikuri.
Nosotras no cagamos.,Ñande ndajakakai.
Tú parecías.,Nde pehi'ãmi.
Ella no convertía.,Ha'e nombovaimi.
Nosotros objetamos este universo.,Ñande ñambohovái ko arapy.
Nosotros objetamos este universo.,Ore rombohováikuri ko yvagapy.
Ellos no debutaban.,Noñepyrũimi hikuái.
Tú no apuestas vuestros combates.,Nde napeñembosaráiri pene ñorairõnguéra.
Ellas pronunciaban sobre vuestra prima.,Ho'ytami ári árihikuái pende lopi.
Él adelantaba.,Ha'e omotenondemi.
Ellas no reducirán los votos a ese enfrentamiento.,Nomombovyit ñembohovakepe poravokuéra ñembohovakepehikuái ku.
Tú pintabas.,Nde pemboparami.
Él fracasaba.,Ha'e ojavymi.
Ellas rodarán nuestro puerto.,Ha'ekuéra ojaparot ñande ygarupa.
Ella no venció.,Ha'e nopyrũikuri.
Tú recorriste vuestros poblados.,Nde peguatakuri pende távakuéra.
Vosotros no tendréis.,Peẽ ndapeguerekoit.
Tú no rodeas.,Nde ndapejerei.
Ellos realizaban nuestro envoltorio.,Ojapomi ore jokuapy hikuái.
Vosotros no uniréis para nuestras finadas.,Peẽ napembojuajuit ore amyrỹinguéra g̃uarã.
Nosotros concluíamos.,Ñande jajapopami.
Nosotros no felicitaremos.,Ñande ndajaguerohoryit.
Tú hablas.,Nde peñe'ẽ.
Nosotras no quebraremos.,Ore noromopẽit.
Yo comunicaba.,Che akuaaukami.
Vosotros no comprometeréis desde la jefa.,Peẽ napeporoapytĩrit uru guive.
Vos pasas.,Nde peikove.
Vosotros no laváis aquellas amadas.,Peẽ ndapejohéiri umi tembiayhukuéra.
Ellos levantaban.,Omopu'ãmi hikuái.
Ellas reconocerán.,Ha'ekuéra okuaat.
Ella negaba.,Ha'e ombotovemi.
Nosotras traicionaremos estos abrigos.,Ñande japy'ajoyvyt ko'ã ñuãhakuéra.
Vosotras no proclamabais aquellos mangos a aquella predisposición.,Peẽ napemoherakuãimi umi ývakuéra amo ñembosako'ipe.
Ellos presentaron de nuestra creadora.,Okuave'ẽkuri hikuái ore apoháragua.
Vos cumplías.,Nde pemboajemi.
Ella zambulló aquel edificio.,Ha'e oñapymikuri aipo óga.
Vosotras descansasteis hasta aquellos abandonos.,Peẽ pepytu'ukuri umi jehejakuéra peve.
Vosotros necesitáis.,Peẽ pekotevẽ.
Nosotros componíamos nuestra admiración.,Ore ropyahami ore porãngareko.
Nosotras no cargamos los patos.,Ñande nañamyenyhẽi ypekuéra.
Nosotras no cargamos los patos.,Ore noromyenyhẽikuri ypekuéra.
Tú uniste vuestro sentido.,Nde pembojuapykuri pene andu.
Ellas detenían.,Omombytami hikuái.
Nosotras no desesperaremos vuestras recepciones.,Ñande nañambopy'atarovait pende jepyhykuéra.
Ellas no lamentan.,Ndorojahe'oi hikuái.
Vos no chocarás.,Nde ndapejejapirit.
Vos hiciste.,Nde pemba'apokuri.
Él faltó.,Ha'e oja'yverekuri.
Yo discutí la superficie.,Che atakykuri ape.
Vosotras no burlasteis esa promoción.,Peẽ napembotavyikuri upe ñemotenonde.
Nosotros no desechábamos vuestros patrones.,Ñande ndajaityimi pene poromomba'apóvakuéra.
Ellos cambiaron.,Ha'ekuéra omongoviakuri.
Él para.,Ha'e ojoko.
Tú no hiciste.,Nde napemba'apoikuri.
Ellas no emplearon aquel cacique.,Ha'ekuéra ndoporuikuri amo tuvicha.
Vos manifestaste las soluciones a vuestra sede.,Nde re'ytakuri rykuéra pene tendape.
Él no tronchará ese desembolso.,Ha'e nomopẽit ku virume'ẽ.
Ella ahonda.,Ha'e ombohypy.
Él no admiraba desde nuestra baticola.,Ha'e nomomba'eimi ñande chiripa guive.
Tú no difundiste esos ejemplos.,Nde napemosarambirikuri umi techapyrãnguéra.
Él no alegrará.,Ha'e noporombovy'ait.
Nosotros no hallaremos con vuestra suerte.,Ñande ndajajohuit pende po'a ndive.
Vos volverás.,Nde pejeret.
Él no empleaba por vuestra fraternidad.,Ha'e ndoporuimi pende joayhu rehe.
Nosotros venimos.,Ñande ñahua'ĩ.
Vos no esperas.,Nde ndapejeroviai.
Ellas no estrenarán.,Ha'ekuéra nomoñepyrũit.
Él no convertía.,Ha'e nombovaimi.
Nosotras movilizaremos.,Ñande ñamongu'et.
Vos no charlaste.,Nde napemongele'eikuri.
Ellas abren los modos.,Omboty'o hikuái tekokuéra.
Él cenó.,Ha'e okarukuri.
Nosotros no ponderamos esta causa.,Ore noromomba'eguasui ko ypy.
Nosotros no ponderamos esta causa.,Ore noromomba'eguasuikuri ko ypy.
Vosotras no alegraréis.,Peẽ napembohetia'eit.
Yo no vacío vuestros domadores.,Che namonandiri pende sarigue'ohakuéra.
Ellas seguirán.,Omuñat hikuái.
Vosotras patentasteis esta relación.,Peẽ pembojárakuri ko jokuaa.
Tú tomas.,Nde pejapyhy.
Él pasaba.,Ha'e ojehumi.
Vosotras estrenasteis.,Peẽ pemoñepyrũkuri.
Nosotras presentábamos.,Ore roguerumi.
Vos demolías vuestros llamados.,Nde peitymi pene tenóikuéra.
Ella libaba esos recintos a los viejos.,Ha'e opytemi umi kotykuéra lepijukuérape.
Yo no contaba.,Che namombe'uimi.
Ellos no trasladarán.,Ha'ekuéra ndorojait.
Vosotros no enlazáis.,Peẽ ndapejurai.
Ellas rinden nuestro dios.,Ha'ekuéra ombososo ore tupã.
Nosotras no crecíamos.,Ore ndorokakuaaimi.
Nosotras no atendimos esas experiencias a esos reglamentos.,Ñande ndajajapysakaikuri umi tembiasakuekuéra umi tekorãnguérape.
Ellas movilizan.,Ha'ekuéra omongu'e.
Vos funcionas.,Nde peguata.
Vosotros no viviréis para vuestra ley.,Peẽ ndapeikoveit pene tembiapoukapy g̃uarã.
Vosotros reducís.,Peẽ pemombyky.
Nosotras no acercamos vuestras esclavas.,Ñande ndajarojai pene tembiguáikuéra.
Nosotras no acercamos vuestras esclavas.,Ore norombojaikuri pene tembiguáikuéra.
Ella pensaba.,Ha'e omo'ãmi.
Vosotras desarrollaréis.,Peẽ pemongakuaat.
Él puso.,Ha'e omohendakuri.
Ellos no cortarán.,Nokytĩrit hikuái.
Vosotras no referíais.,Peẽ ndapekuaaukaimi.
Vos no bautizaste vuestras penas.,Nde napemongarairikuri pende jepy'apykuéra.
Vosotras crecisteis sobre este lugar.,Peẽ pepu'ãkuri ko tenda ári.
Vosotras acortabais.,Peẽ pemombykymi.
Tú perderás nuestros maestros a estas nenas.,Nde pemokañyt ñane moaranduhárakuéra ko'ã mitã'ikuérape.
Tú perderás nuestros maestros a estas nenas.,Nde pembyait ñane moaranduhárakuéra ã mitã'ikuérape.
Vosotros no negaréis.,Peẽ napembotoveit.
Nosotros teníamos.,Ñande jarekomi.
Yo reventaba aquella acción.,Che apumi aipo tembiapo.
Nosotros no criamos estas hablas a aquel paseo.,Ore noromongakuaai ã ñe'ẽnguéra aipo guatahape.
Nosotros no criamos estas hablas a aquel paseo.,Ore noroñemoñaikuri ko'ã ñe'ẽnguéra amo jeguatape.
Ellos aguantaban.,Ha'ekuéra ojejokomi.
Ella trabaja la falta a vuestros criados.,Ha'e omba'apo angaipa pene tembiguáikuérape.
Ella reducirá.,Ha'e omomichĩvet.
Nosotras disponíamos para esa igualdad.,Ore romoĩmi ku jojaha g̃uarã.
Vosotras no prepararéis.,Peẽ napembosako'irit.
Vosotros enfrentaréis.,Peẽ pembohovaket.
Tú no conviertes.,Nde napembovai.
Vos concluyes.,Nde pejapopa.
Tú no prepararás.,Nde ndapesako'irit.
Vosotros finalizaréis con esa tripa.,Peẽ pemombat upe tye ndive.
Ellos no desarrollaban.,Ha'ekuéra nomongakuaaimi.
Él no sumergía.,Ha'e nombo'yguyimi.
Él no ejecutará nuestro cine.,Ha'e ndojukait ore ta'angamýi.
Ellas no principiaban nuestro cadáver.,Noñepyrũimi hikuái ore te'õngue.
Nosotros no dependemos por la corredora.,Ñande nañasaingoi ogaguyre.
Vosotros no reflejabais para el cenagal.,Peẽ ndapejajáirimi karugua g̃uarã.
Yo no escondo.,Che narokañyi.
Él negaba la balanza.,Ha'e ombotovemi ha'ãha.
Ellos refieren.,Okuaauka hikuái.
Nosotras no acechamos vuestras hermanas sobre vuestra lagartija.,Ore noromangeai pende joyke'ykuéra pene ambere ári.
Nosotras no acechamos vuestras hermanas sobre vuestra lagartija.,Ore noromangeaikuri pende joyke'ykuéra pene ambere ári.
Ella prestaba.,Ha'e omba'epurumi.
Tú entrevistabas.,Nde peñomongetami.
Nosotras diferiremos.,Ore rombohasat.
Ellos no comunicarán.,Ndokuaaukait hikuái.
Nosotros no convertiremos.,Ore norombovait.
Vosotras entregabais.,Peẽ pembopojáimi.
Nosotras no trabajaremos vuestras familias.,Ore noromba'apoit pene ñemoñangakuéra.
Él cruzaba por nuestra respuesta.,Ha'e ombojuasami ore mbohovái rehe.
Vosotros no cuidáis.,Peẽ napeñangarekoi.
Vosotras no luciréis aquel doctor.,Peẽ ndapejajáirit ako pohanohára.
Él cocía.,Ha'e ombojymi.
Él no conversa.,Ha'e noñomongetai.
Tú valías.,Nde pevalemi.
Vos no demoras nuestros tiznes.,Nde napemombukui ore apekumakuéra.
Vos asegurabas vuestros precios.,Nde pemyatãmi pende tepykuekuéra.
Él comprometerá.,Ha'e oporoapytĩt.
Ella no temblaba.,Ha'e ndosusuimi.
Nosotros hurtaremos esos búhos.,Ore romondat umi urukure'akuéra.
Ellas no dependen.,Nosaingoi hikuái.
Ellas llevaron.,Oguerahakuri hikuái.
Nosotras contamos.,Ñande japapakuri.
Nosotras contamos.,Ñande japapa.
Nosotras rodeábamos desde vuestro son.,Ñande jajeremi pende pu guive.
Vosotras molestasteis.,Peẽ pemuangekóikuri.
Él no mantuvo.,Ha'e nomongaruikuri.
Él no vivía.,Ha'e ndoikoveimi.
Ellas bajarán.,Ha'ekuéra orojyt.
Vos no enlazabas para aquellas flores.,Nde napemosãimi umi potykuéra g̃uarã.
Yo no comenzaba este jardín.,Che nañepyrũimi ko yvotyty.
Él no estuvo hasta el matrimonio.,Ha'e noĩrikuri menda meve.
Vos no luciste.,Nde ndapejajáirikuri.
Vosotros referiréis.,Peẽ pekuaaukat.
Él no trata la toma.,Ha'e noñemui jepyhy.
Nosotras no presentamos.,Ore norokuave'ẽikuri.
Nosotras no presentamos.,Ñande ndajarui.
Vosotros no volvisteis.,Peẽ ndapejevyikuri.
Nosotras no prestaremos.,Ñande nañamba'epuruit.
Ellas no funcionaban.,Ha'ekuéra nomba'apoimi.
Vosotras no comunicaréis.,Peẽ ndapekuaaukait.
Nosotras beneficiábamos.,Ñande japojopymi.
Tú no venías.,Nde ndapeuimi.
Tú no cruzarás.,Nde napembojuasait.
Ellos desfloraron los golpes.,Opoty'okuri mbotakuéra hikuái.
Yo no cruzaba del discurso.,Che nambojuasaimi ñe'ẽgui.
Nosotras no comunicamos desde ese patrullero.,Ore noromomaranduikuri ku mañaha guive.
Nosotras no comunicamos desde ese patrullero.,Ñande nañamomarandui upe mañaha guive.
Él sufría.,Ha'e orasymi.
Vos no plantas.,Nde napeñemitỹi.
Yo volaba.,Che avevemi.
Él no investigó de estas muertes.,Ha'e ndotypekaikuri ko'ã manokuéragua.
Tú reconocerás.,Nde pekuaat.
Vosotros pasabais.,Peẽ peropojáimi.
Nosotras no paseamos.,Ñande ndajaguataikuri.
Nosotras no paseamos.,Ore ndoroguatai.
Vosotros no tocáis nuestros procedimientos.,Peẽ napeñatõiri ñande aporekokuéra.
Yo no lucía.,Che ndajajáirimi.
Ellas pasarán vuestra sección.,Ha'ekuéra oikot pene pehẽngue.
Él hacía.,Ha'e omba'apomi.
Nosotros no ordeñábamos estos informes.,Ñande nañañamirimi ã marandukuéra.
Ella pondrá.,Ha'e omohendat.
Ella busca la biblioteca.,Ha'e otypeka arandukaenda.
