achúrakuera,achúra,N,C,0,P,menudencias,menudencia,N,C,F,P
ñangarekoha,ñangarekoha,N,C,0,S,cuidadora,cuidador,N,C,F,S
ñangarekohanguera,ñangarekoha,N,C,0,P,cuidadoras,cuidador,N,C,F,P
ñangarekohanguera,ñangarekoha,N,C,0,P,cuidadores,cuidador,N,C,M,P
ñangarekoha,ñangarekoha,N,C,0,S,encargada,encargado,N,C,F,S
ñangarekohanguera,ñangarekoha,N,C,0,P,encargadas,encargado,N,C,F,P
ñangarekoha,ñangarekoha,N,C,0,S,encargado,encargado,N,C,M,S
ñangarekohanguera,ñangarekoha,N,C,0,P,encargados,encargado,N,C,M,P
ñangarekohára,ñangarekohára,N,C,0,S,cuidador,cuidador,N,C,M,S
ñangarekohára,ñangarekohára,N,C,0,S,cuidadora,cuidador,N,C,F,S
ñangarekoháranguera,ñangarekohára,N,C,0,P,cuidadoras,cuidador,N,C,F,P
ñangarekoháranguera,ñangarekohára,N,C,0,P,cuidadores,cuidador,N,C,M,P
ñangarekohára,ñangarekohára,N,C,0,S,administrador,administrador,N,C,M,S
ñangarekohára,ñangarekohára,N,C,0,S,administradora,administrador,N,C,F,S
ñangarekoháranguera,ñangarekohára,N,C,0,P,administradoras,administrador,N,C,F,P
ñangarekoháranguera,ñangarekohára,N,C,0,P,administradores,administrador,N,C,M,P
ñangareko'ỹ,ñangareko'ỹ,N,C,0,S,descuido,descuido,N,C,M,S
ñangareko'ỹnguera,ñangareko'ỹ,N,C,0,P,descuidos,descuido,N,C,M,P
ñangareko'ỹ,ñangareko'ỹ,N,C,0,S,imprudencia,imprudencia,N,C,F,S
ñangareko'ỹnguera,ñangareko'ỹ,N,C,0,P,imprudencias,imprudencia,N,C,F,P
ñani,ñani,N,C,0,S,trote,trote,N,C,M,S
ñaninguera,ñani,N,C,0,P,trotes,trote,N,C,M,P
ñani,ñani,N,C,0,S,corrida,corrida,N,C,F,S
ñaninguera,ñani,N,C,0,P,corridas,corrida,N,C,F,P
ñapañuãi,ñapañuãi,N,C,0,S,enredo,enredo,N,C,M,S
ñapañuãikuera,ñapañuãi,N,C,0,P,enredos,enredo,N,C,M,P
ñarukã,ñarukã,N,C,0,S,costilla,costilla,N,C,F,S
ñarukãkuera,ñarukã,N,C,0,P,costillas,costilla,N,C,F,P
ñarukã,ñarukã,N,C,0,S,tórax,tórax,N,C,M,N
ñarukã,ñarukã,N,C,0,S,pecho,pecho,N,C,M,S
ñarukãkuera,ñarukã,N,C,0,P,pechos,pecho,N,C,M,P
ñarõ,ñarõ,N,C,0,S,ladrido,ladrido,N,C,M,S
ñarõkuera,ñarõ,N,C,0,P,ladridos,ladrido,N,C,M,P
ñarõ,ñarõ,N,C,0,S,enojo,enojo,N,C,M,S
ñarõkuera,ñarõ,N,C,0,P,enojos,enojo,N,C,M,P
ñarõ,ñarõ,N,C,0,S,rabia,rabia,N,C,F,S
ñarõkuera,ñarõ,N,C,0,P,rabias,rabia,N,C,F,P
ñati'ũ,ñati'ũ,N,C,0,S,mosquito,mosquito,N,C,M,S
ñati'ũkuera,ñati'ũ,N,C,0,P,mosquitos,mosquito,N,C,M,P
ñay'ũ,ñay'ũ,N,C,0,S,arcilla,arcilla,N,C,F,S
ñay'ũkuera,ñay'ũ,N,C,0,P,arcillas,arcilla,N,C,F,P
ñay'ũ,ñay'ũ,N,C,0,S,barro,barro,N,C,M,S
ñay'ũkuera,ñay'ũ,N,C,0,P,barros,barro,N,C,M,P
ñañangue,ñañangue,N,C,0,S,maldad,maldad,N,C,F,S
ñañanguenguera,ñañangue,N,C,0,P,maldades,maldad,N,C,F,P
ñañangue,ñañangue,N,C,0,S,malevolencia,malevolencia,N,C,F,S
ñañanguenguera,ñañangue,N,C,0,P,malevolencias,malevolencia,N,C,F,P
ñañangue,ñañangue,N,C,0,S,perversidad,perversidad,N,C,F,S
ñañanguenguera,ñañangue,N,C,0,P,perversidades,perversidad,N,C,F,P
ñañuvã,ñañuvã,N,C,0,S,abrazo,abrazo,N,C,M,S
ñañuvãkuera,ñañuvã,N,C,0,P,abrazos,abrazo,N,C,M,P
ña'ẽ,ña'ẽ,N,C,0,S,palangana,palangana,N,C,F,S
ña'ẽkuera,ña'ẽ,N,C,0,P,palanganas,palangana,N,C,F,P
ña'ẽ,ña'ẽ,N,C,0,S,tina,tina,N,C,F,S
ña'ẽkuera,ña'ẽ,N,C,0,P,tinas,tina,N,C,F,P
ña'ẽ,ña'ẽ,N,C,0,S,tazón,tazón,N,C,M,S
ña'ẽkuera,ña'ẽ,N,C,0,P,tazones,tazón,N,C,M,P
ña'ẽ,ña'ẽ,N,C,0,S,latón,latón,N,C,M,S
ña'ẽkuera,ña'ẽ,N,C,0,P,latones,latón,N,C,M,P
ña'ẽ,ña'ẽ,N,C,0,S,cazuela,cazuela,N,C,F,S
ña'ẽkuera,ña'ẽ,N,C,0,P,cazuelas,cazuela,N,C,F,P
ña'ẽ,ña'ẽ,N,C,0,S,recipiente,recipiente,N,C,M,S
ña'ẽkuera,ña'ẽ,N,C,0,P,recipientes,recipiente,N,C,M,P
ña'ẽmbe,ña'ẽmbe,N,C,0,S,plato,plato,N,C,M,S
ña'ẽmbenguera,ña'ẽmbe,N,C,0,P,platos,plato,N,C,M,P
ña'ẽmbe,ña'ẽmbe,N,C,0,S,fuente,fuente,N,C,F,S
ña'ẽmbenguera,ña'ẽmbe,N,C,0,P,fuentes,fuente,N,C,F,P
ñeakatĩparo,ñeakatĩparo,N,C,0,S,voltereta,voltereta,N,C,F,S
ñeakatĩparokuera,ñeakatĩparo,N,C,0,P,volteretas,voltereta,N,C,F,P
ñeakãity,ñeakãity,N,C,0,S,reverencia,reverencia,N,C,F,S
ñeakãitykuera,ñeakãity,N,C,0,P,reverencias,reverencia,N,C,F,P
ñeandu,ñeandu,N,C,0,S,sensación,sensación,N,C,F,S
ñeandunguera,ñeandu,N,C,0,P,sensaciones,sensación,N,C,F,P
ñeguahẽ,ñeguahẽ,N,C,0,S,llegada,llegada,N,C,F,S
ñeguahẽkuera,ñeguahẽ,N,C,0,P,llegadas,llegada,N,C,F,P
ñeguahẽ,ñeguahẽ,N,C,0,S,triunfo,triunfo,N,C,M,S
ñeguahẽkuera,ñeguahẽ,N,C,0,P,triunfos,triunfo,N,C,M,P
ñeguahẽha,ñeguahẽha,N,C,0,S,parador,parador,N,C,M,S
ñeguahẽhakuera,ñeguahẽha,N,C,0,P,paradores,parador,N,C,M,P
ñeguahẽmba,ñeguahẽmba,N,C,0,S,irrupción,irrupción,N,C,F,S
ñeguahẽmbanguera,ñeguahẽmba,N,C,0,P,irrupciones,irrupción,N,C,F,P
ñeguahẽmbanguera,ñeguahẽmba,N,C,0,P,irrupciónes,irrupción,N,C,F,P
ñeha'anga,ñeha'anga,N,C,0,S,mímica,mímica,N,C,F,S
ñeha'anganguera,ñeha'anga,N,C,0,P,mímicas,mímica,N,C,F,P
ñeha'anga,ñeha'anga,N,C,0,S,imitación,imitación,N,C,F,S
ñeha'anganguera,ñeha'anga,N,C,0,P,imitaciones,imitación,N,C,F,P
ñeha'arõ,ñeha'arõ,N,C,0,S,espera,espera,N,C,F,S
ñeha'arõkuera,ñeha'arõ,N,C,0,P,esperas,espera,N,C,F,P
ñeha'arõ,ñeha'arõ,N,C,0,S,esperanza,esperanza,N,C,F,S
ñeha'arõkuera,ñeha'arõ,N,C,0,P,esperanzas,esperanza,N,C,F,P
ñeha'uvõ,ñeha'uvõ,N,C,0,S,presagio,presagio,N,C,M,S
ñeha'uvõkuera,ñeha'uvõ,N,C,0,P,presagios,presagio,N,C,M,P
ñeha'ã,ñeha'ã,N,C,0,S,prueba,prueba,N,C,F,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,pruebas,prueba,N,C,F,P
ñeha'ã,ñeha'ã,N,C,0,S,tanteo,tanteo,N,C,M,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,tanteos,tanteo,N,C,M,P
ñeha'ã,ñeha'ã,N,C,0,S,ensayo,ensayo,N,C,M,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,ensayos,ensayo,N,C,M,P
ñeha'ã,ñeha'ã,N,C,0,S,esfuerzo,esfuerzo,N,C,M,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,esfuerzos,esfuerzo,N,C,M,P
ñeha'ã,ñeha'ã,N,C,0,S,tentativa,tentativa,N,C,F,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,tentativas,tentativa,N,C,F,P
ñeha'ã,ñeha'ã,N,C,0,S,juego,juego,N,C,M,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,juegos,juego,N,C,M,P
ñeha'ã,ñeha'ã,N,C,0,S,imitación,imitación,N,C,F,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,imitaciones,imitación,N,C,F,P
ñeha'ã,ñeha'ã,N,C,0,S,tentación,tentación,N,C,F,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,tentaciones,tentación,N,C,F,P
ñeha'ã,ñeha'ã,N,C,0,S,medición,medición,N,C,F,S
ñeha'ãkuera,ñeha'ã,N,C,0,P,mediciones,medición,N,C,F,P
ñehenói,ñehenói,N,C,0,S,llamada,llamada,N,C,F,S
ñehenóinguera,ñehenói,N,C,0,P,llamadas,llamada,N,C,F,P
ñehenói,ñehenói,N,C,0,S,llamamiento,llamamiento,N,C,M,S
ñehenóinguera,ñehenói,N,C,0,P,llamamientos,llamamiento,N,C,M,P
ñehetũ,ñehetũ,N,C,0,S,olfateo,olfateo,N,C,M,S
ñehetũkuera,ñehetũ,N,C,0,P,olfateos,olfateo,N,C,M,P
ñehetũ,ñehetũ,N,C,0,S,beso,beso,N,C,M,S
ñehetũkuera,ñehetũ,N,C,0,P,besos,beso,N,C,M,P
ñehunga,ñehunga,N,C,0,S,lastimadura,lastimadura,N,C,F,S
ñehunganguera,ñehunga,N,C,0,P,lastimaduras,lastimadura,N,C,F,P
ñehunga,ñehunga,N,C,0,S,magulladura,magulladura,N,C,F,S
ñehunganguera,ñehunga,N,C,0,P,magulladuras,magulladura,N,C,F,P
ñeikotevẽ,ñeikotevẽ,N,C,0,S,pobreza,pobreza,N,C,F,S
ñeikotevẽkuera,ñeikotevẽ,N,C,0,P,pobrezas,pobreza,N,C,F,P
ñeikotevẽva,ñeikotevẽva,N,C,0,S,requisito,requisito,N,C,M,S
ñeikotevẽvakuera,ñeikotevẽva,N,C,0,P,requisitos,requisito,N,C,M,P
ñeimo'ã,ñeimo'ã,N,C,0,S,opinión,opinión,N,C,F,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,opiniones,opinión,N,C,F,P
ñeimo'ã,ñeimo'ã,N,C,0,S,suposición,suposición,N,C,F,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,suposiciones,suposición,N,C,F,P
ñeimo'ã,ñeimo'ã,N,C,0,S,pensamiento,pensamiento,N,C,M,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,pensamientos,pensamiento,N,C,M,P
ñeimo'ã,ñeimo'ã,N,C,0,S,parecer,parecer,N,C,M,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,pareceres,parecer,N,C,M,P
ñeimo'ã,ñeimo'ã,N,C,0,S,meditación,meditación,N,C,F,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,meditaciones,meditación,N,C,F,P
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,meditaciónes,meditación,N,C,F,P
ñeimo'ã,ñeimo'ã,N,C,0,S,proyecto,proyecto,N,C,M,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,proyectos,proyecto,N,C,M,P
ñeimo'ã,ñeimo'ã,N,C,0,S,fantasía,fantasía,N,C,F,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,fantasías,fantasía,N,C,F,P
ñeimo'ã,ñeimo'ã,N,C,0,S,impresión,impresión,N,C,F,S
ñeimo'ãnguera,ñeimo'ã,N,C,0,P,impresiones,impresión,N,C,F,P
ñeimo'ãva,ñeimo'ãva,N,C,0,S,pensador,pensador,N,C,M,S
ñeimo'ãva,ñeimo'ãva,N,C,0,S,pensadora,pensador,N,C,F,S
ñeimo'ãvanguera,ñeimo'ãva,N,C,0,P,pensadoras,pensador,N,C,F,P
ñeimo'ãvanguera,ñeimo'ãva,N,C,0,P,pensadores,pensador,N,C,M,P
ñekambu,ñekambu,N,C,0,S,mamada,mamada,N,C,F,S
ñekambunguera,ñekambu,N,C,0,P,mamadas,mamada,N,C,F,P
ñekambu,ñekambu,N,C,0,S,lactancia,lactancia,N,C,F,S
ñekambunguera,ñekambu,N,C,0,P,lactancias,lactancia,N,C,F,P
ñekarãi,ñekarãi,N,C,0,S,raspadura,raspadura,N,C,F,S
ñekarãikuera,ñekarãi,N,C,0,P,raspaduras,raspadura,N,C,F,P
ñekañyha,ñekañyha,N,C,0,S,refugio,refugio,N,C,M,S
ñekañyhakuera,ñekañyha,N,C,0,P,refugios,refugio,N,C,M,P
ñekañyha,ñekañyha,N,C,0,S,escondite,escondite,N,C,M,S
ñekañyhakuera,ñekañyha,N,C,0,P,escondites,escondite,N,C,M,P
ñeke'ã,ñeke'ã,N,C,0,S,inclinación,inclinación,N,C,F,S
ñeke'ãkuera,ñeke'ã,N,C,0,P,inclinaciones,inclinación,N,C,F,P
ñeke'ã,ñeke'ã,N,C,0,S,sesgo,sesgo,N,C,M,S
ñeke'ãkuera,ñeke'ã,N,C,0,P,sesgos,sesgo,N,C,M,P
ñekoni,ñekoni,N,C,0,S,onda,onda,N,C,F,S
ñekoninguera,ñekoni,N,C,0,P,ondas,onda,N,C,F,P
ñekoni,ñekoni,N,C,0,S,vuelta,vuelta,N,C,F,S
ñekoninguera,ñekoni,N,C,0,P,vueltas,vuelta,N,C,F,P
ñeko'õi,ñeko'õi,N,C,0,S,ofensa,ofensa,N,C,F,S
ñeko'õikuera,ñeko'õi,N,C,0,P,ofensas,ofensa,N,C,F,P
ñeko'õi,ñeko'õi,N,C,0,S,resentimiento,resentimiento,N,C,M,S
ñeko'õikuera,ñeko'õi,N,C,0,P,resentimientos,resentimiento,N,C,M,P
ñeko'õi,ñeko'õi,N,C,0,S,desagrado,desagrado,N,C,M,S
ñeko'õikuera,ñeko'õi,N,C,0,P,desagrados,desagrado,N,C,M,P
ñeko'õi,ñeko'õi,N,C,0,S,desazón,desazón,N,C,F,S
ñeko'õikuera,ñeko'õi,N,C,0,P,desazones,desazón,N,C,F,P
ñeko'õi,ñeko'õi,N,C,0,S,enojo,enojo,N,C,M,S
ñeko'õikuera,ñeko'õi,N,C,0,P,enojos,enojo,N,C,M,P
ñeko'õi,ñeko'õi,N,C,0,S,disgusto,disgusto,N,C,M,S
ñeko'õikuera,ñeko'õi,N,C,0,P,disgustos,disgusto,N,C,M,P
ñeko'õi,ñeko'õi,N,C,0,S,sinsabor,sinsabor,N,C,M,S
ñeko'õikuera,ñeko'õi,N,C,0,P,sinsabores,sinsabor,N,C,M,P
ñeko'õi,ñeko'õi,N,C,0,S,molestia,molestia,N,C,F,S
ñeko'õikuera,ñeko'õi,N,C,0,P,molestias,molestia,N,C,F,P
ñekuave'ẽ,ñekuave'ẽ,N,C,0,S,oferta,oferta,N,C,F,S
ñekuave'ẽkuera,ñekuave'ẽ,N,C,0,P,ofertas,oferta,N,C,F,P
ñekuave'ẽ,ñekuave'ẽ,N,C,0,S,ofrecimiento,ofrecimiento,N,C,M,S
ñekuave'ẽkuera,ñekuave'ẽ,N,C,0,P,ofrecimientos,ofrecimiento,N,C,M,P
ñekuave'ẽ,ñekuave'ẽ,N,C,0,S,invitación,invitación,N,C,F,S
ñekuave'ẽkuera,ñekuave'ẽ,N,C,0,P,invitaciones,invitación,N,C,F,P
ñekuave'ẽ,ñekuave'ẽ,N,C,0,S,proposición,proposición,N,C,F,S
ñekuave'ẽkuera,ñekuave'ẽ,N,C,0,P,proposiciones,proposición,N,C,F,P
ñekuave'ẽjoja,ñekuave'ẽjoja,N,C,0,S,reciprocidad,reciprocidad,N,C,F,S
ñekuave'ẽjojakuera,ñekuave'ẽjoja,N,C,0,P,reciprocidades,reciprocidad,N,C,F,P
ñekuã,ñekuã,N,C,0,S,oferta,oferta,N,C,F,S
ñekuãkuera,ñekuã,N,C,0,P,ofertas,oferta,N,C,F,P
ñekytĩ,ñekytĩ,N,C,0,S,corte,corte,N,C,C,S
ñekytĩkuera,ñekytĩ,N,C,0,P,cortes,corte,N,C,C,P
ñekytĩ,ñekytĩ,N,C,0,S,sección,sección,N,C,F,S
ñekytĩkuera,ñekytĩ,N,C,0,P,secciones,sección,N,C,F,P
ñekytĩ,ñekytĩ,N,C,0,S,incisión,incisión,N,C,F,S
ñekytĩkuera,ñekytĩ,N,C,0,P,incisiones,incisión,N,C,F,P
ñekytĩ,ñekytĩ,N,C,0,S,recorte,recorte,N,C,M,S
ñekytĩkuera,ñekytĩ,N,C,0,P,recortes,recorte,N,C,M,P
ñemandu'a,ñemandu'a,N,C,0,S,recuerdo,recuerdo,N,C,M,S
ñemandu'anguera,ñemandu'a,N,C,0,P,recuerdos,recuerdo,N,C,M,P
ñemano,ñemano,N,C,0,S,muerte,muerte,N,C,F,S
ñemanonguera,ñemano,N,C,0,P,muertes,muerte,N,C,F,P
ñema'ẽ,ñema'ẽ,N,C,0,S,mirada,mirada,N,C,F,S
ñema'ẽnguera,ñema'ẽ,N,C,0,P,miradas,mirada,N,C,F,P
ñema'ẽ,ñema'ẽ,N,C,0,S,observación,observación,N,C,F,S
ñema'ẽnguera,ñema'ẽ,N,C,0,P,observaciones,observación,N,C,F,P
ñemba'apo,ñemba'apo,N,C,0,S,trabajo,trabajo,N,C,M,S
ñemba'aponguera,ñemba'apo,N,C,0,P,trabajos,trabajo,N,C,M,P
ñemba'apo,ñemba'apo,N,C,0,S,dedicación,dedicación,N,C,F,S
ñemba'aponguera,ñemba'apo,N,C,0,P,dedicaciones,dedicación,N,C,F,P
ñemba'apo'ỹ,ñemba'apo'ỹ,N,C,0,S,receso,receso,N,C,M,S
ñemba'apo'ỹnguera,ñemba'apo'ỹ,N,C,0,P,recesos,receso,N,C,M,P
ñemba'apo'ỹ,ñemba'apo'ỹ,N,C,0,S,vacación,vacación,N,C,F,S
ñemba'apo'ỹnguera,ñemba'apo'ỹ,N,C,0,P,vacaciones,vacación,N,C,F,P
ñemba'apo'ỹ,ñemba'apo'ỹ,N,C,0,S,desocupación,desocupación,N,C,F,S
ñemba'apo'ỹnguera,ñemba'apo'ỹ,N,C,0,P,desocupaciones,desocupación,N,C,F,P
ñembiso,ñembiso,N,C,0,S,molienda,molienda,N,C,F,S
ñembisonguera,ñembiso,N,C,0,P,moliendas,molienda,N,C,F,P
ñemboaguara,ñemboaguara,N,C,0,S,orgullo,orgullo,N,C,M,S
ñemboaguaranguera,ñemboaguara,N,C,0,P,orgullos,orgullo,N,C,M,P
ñemboaguara,ñemboaguara,N,C,0,S,lisonja,lisonja,N,C,F,S
ñemboaguaranguera,ñemboaguara,N,C,0,P,lisonjas,lisonja,N,C,F,P
ñemboaje,ñemboaje,N,C,0,S,observancia,observancia,N,C,F,S
ñemboajenguera,ñemboaje,N,C,0,P,observancias,observancia,N,C,F,P
ñemboaje,ñemboaje,N,C,0,S,obediencia,obediencia,N,C,F,S
ñemboajenguera,ñemboaje,N,C,0,P,obediencias,obediencia,N,C,F,P
"ñemboare,_ñembo'are","ñemboare,_ñembo'are",N,C,0,S,prórroga,prórroga,N,C,F,S
"ñemboare,_ñembo'arenguera","ñemboare,_ñembo'are",N,C,0,P,prórrogas,prórroga,N,C,F,P
"ñemboare,_ñembo'are","ñemboare,_ñembo'are",N,C,0,S,mora,mora,N,C,F,S
"ñemboare,_ñembo'arenguera","ñemboare,_ñembo'are",N,C,0,P,moras,mora,N,C,F,P
"ñemboare,_ñembo'are","ñemboare,_ñembo'are",N,C,0,S,retardo,retardo,N,C,M,S
"ñemboare,_ñembo'arenguera","ñemboare,_ñembo'are",N,C,0,P,retardos,retardo,N,C,M,P
"ñemboare,_ñembo'are","ñemboare,_ñembo'are",N,C,0,S,dilación,dilación,N,C,F,S
"ñemboare,_ñembo'arenguera","ñemboare,_ñembo'are",N,C,0,P,dilaciones,dilación,N,C,F,P
ñembogua,ñembogua,N,C,0,S,zarandeo,zarandeo,N,C,M,S
ñemboguanguera,ñembogua,N,C,0,P,zarandeos,zarandeo,N,C,M,P
ñemboguata,ñemboguata,N,C,0,S,caminata,caminata,N,C,F,S
ñemboguatanguera,ñemboguata,N,C,0,P,caminatas,caminata,N,C,F,P
ñemboguata,ñemboguata,N,C,0,S,impulso,impulso,N,C,M,S
ñemboguatanguera,ñemboguata,N,C,0,P,impulsos,impulso,N,C,M,P
ñemboguevi,ñemboguevi,N,C,0,S,retroceso,retroceso,N,C,M,S
ñemboguevinguera,ñemboguevi,N,C,0,P,retrocesos,retroceso,N,C,M,P
ñemboguevi,ñemboguevi,N,C,0,S,derrota,derrota,N,C,F,S
ñemboguevinguera,ñemboguevi,N,C,0,P,derrotas,derrota,N,C,F,P
ñembohakykue,ñembohakykue,N,C,0,S,retroceso,retroceso,N,C,M,S
ñembohakykuenguera,ñembohakykue,N,C,0,P,retrocesos,retroceso,N,C,M,P
ñembohasa,ñembohasa,N,C,0,S,traspaso,traspaso,N,C,M,S
ñembohasanguera,ñembohasa,N,C,0,P,traspasos,traspaso,N,C,M,P
ñembohasa,ñembohasa,N,C,0,S,transición,transición,N,C,F,S
ñembohasanguera,ñembohasa,N,C,0,P,transiciones,transición,N,C,F,P
ñembohasanguera,ñembohasa,N,C,0,P,transiciónes,transición,N,C,F,P
ñembohasa,ñembohasa,N,C,0,S,traducción,traducción,N,C,F,S
ñembohasanguera,ñembohasa,N,C,0,P,traducciones,traducción,N,C,F,P
ñembohasanguera,ñembohasa,N,C,0,P,traducciónes,traducción,N,C,F,P
ñemboheko,ñemboheko,N,C,0,S,altanería,altanería,N,C,F,S
ñembohekonguera,ñemboheko,N,C,0,P,altanerías,altanería,N,C,F,P
ñembohepy,ñembohepy,N,C,0,S,sanción,sanción,N,C,F,S
ñembohepynguera,ñembohepy,N,C,0,P,sanciones,sanción,N,C,F,P
ñemboheta,ñemboheta,N,C,0,S,multiplicación,multiplicación,N,C,F,S
ñembohetanguera,ñemboheta,N,C,0,P,multiplicaciones,multiplicación,N,C,F,P
ñembohete,ñembohete,N,C,0,S,encamación,encamación,N,C,F,S
ñembohetenguera,ñembohete,N,C,0,P,encamaciones,encamación,N,C,F,P
ñembohetã,ñembohetã,N,C,0,S,nacionalización,nacionalización,N,C,F,S
ñembohetãnguera,ñembohetã,N,C,0,P,nacionalizaciones,nacionalización,N,C,F,P
ñembohory,ñembohory,N,C,0,S,burla,burla,N,C,F,S
ñembohorynguera,ñembohory,N,C,0,P,burlas,burla,N,C,F,P
ñembohory,ñembohory,N,C,0,S,broma,broma,N,C,F,S
ñembohorynguera,ñembohory,N,C,0,P,bromas,broma,N,C,F,P
ñembohory,ñembohory,N,C,0,S,ironía,ironía,N,C,F,S
ñembohorynguera,ñembohory,N,C,0,P,ironías,ironía,N,C,F,P
ñembohory,ñembohory,N,C,0,S,sarcasmo,sarcasmo,N,C,M,S
ñembohorynguera,ñembohory,N,C,0,P,sarcasmos,sarcasmo,N,C,M,P
ñembohovake,ñembohovake,N,C,0,S,enfrentamiento,enfrentamiento,N,C,M,S
ñembohovakenguera,ñembohovake,N,C,0,P,enfrentamientos,enfrentamiento,N,C,M,P
ñembohovake,ñembohovake,N,C,0,S,querella,querella,N,C,F,S
ñembohovakenguera,ñembohovake,N,C,0,P,querellas,querella,N,C,F,P
ñembohovái,ñembohovái,N,C,0,S,contestación,contestación,N,C,F,S
ñembohováinguera,ñembohovái,N,C,0,P,contestaciones,contestación,N,C,F,P
ñembohovái,ñembohovái,N,C,0,S,torneo,torneo,N,C,M,S
ñembohováinguera,ñembohovái,N,C,0,P,torneos,torneo,N,C,M,P
ñembohovái,ñembohovái,N,C,0,S,rivalidad,rivalidad,N,C,F,S
ñembohováinguera,ñembohovái,N,C,0,P,rivalidades,rivalidad,N,C,F,P
ñembohovái,ñembohovái,N,C,0,S,oposición,oposición,N,C,F,S
ñembohováinguera,ñembohovái,N,C,0,P,oposiciones,oposición,N,C,F,P
ñembohovái,ñembohovái,N,C,0,S,objeción,objeción,N,C,F,S
ñembohováinguera,ñembohovái,N,C,0,P,objeciones,objeción,N,C,F,P
ñembohuguy,ñembohuguy,N,C,0,S,papelón,papelón,N,C,M,S
ñembohuguy,ñembohuguy,N,C,0,S,papelona,papelón,N,C,F,S
ñembohuguynguera,ñembohuguy,N,C,0,P,papelonas,papelón,N,C,F,P
ñembohuguynguera,ñembohuguy,N,C,0,P,papelones,papelón,N,C,M,P
ñembohyku,ñembohyku,N,C,0,S,licuefacción,licuefacción,N,C,F,S
ñembohykunguera,ñembohyku,N,C,0,P,licuefacciones,licuefacción,N,C,F,P
ñemboja,ñemboja,N,C,0,S,aproximación,aproximación,N,C,F,S
ñembojanguera,ñemboja,N,C,0,P,aproximaciones,aproximación,N,C,F,P
ñembojaru,ñembojaru,N,C,0,S,juego,juego,N,C,M,S
ñembojarunguera,ñembojaru,N,C,0,P,juegos,juego,N,C,M,P
ñembojaru,ñembojaru,N,C,0,S,broma,broma,N,C,F,S
ñembojarunguera,ñembojaru,N,C,0,P,bromas,broma,N,C,F,P
ñemboja'o,ñemboja'o,N,C,0,S,división,división,N,C,F,S
ñemboja'onguera,ñemboja'o,N,C,0,P,divisiones,división,N,C,F,P
ñemboja'o,ñemboja'o,N,C,0,S,partición,partición,N,C,F,S
ñemboja'onguera,ñemboja'o,N,C,0,P,particiones,partición,N,C,F,P
ñembojere,ñembojere,N,C,0,S,viraje,viraje,N,C,M,S
ñembojerenguera,ñembojere,N,C,0,P,virajes,viraje,N,C,M,P
ñembojere,ñembojere,N,C,0,S,vuelta,vuelta,N,C,F,S
ñembojerenguera,ñembojere,N,C,0,P,vueltas,vuelta,N,C,F,P
ñembojevy,ñembojevy,N,C,0,S,rechazo,rechazo,N,C,M,S
ñembojevynguera,ñembojevy,N,C,0,P,rechazos,rechazo,N,C,M,P
ñembojevy,ñembojevy,N,C,0,S,retroceso,retroceso,N,C,M,S
ñembojevynguera,ñembojevy,N,C,0,P,retrocesos,retroceso,N,C,M,P
ñembojevy,ñembojevy,N,C,0,S,vuelta,vuelta,N,C,F,S
ñembojevynguera,ñembojevy,N,C,0,P,vueltas,vuelta,N,C,F,P
ñembojoja,ñembojoja,N,C,0,S,paridad,paridad,N,C,F,S
ñembojojanguera,ñembojoja,N,C,0,P,paridades,paridad,N,C,F,P
ñembojoja,ñembojoja,N,C,0,S,nivelación,nivelación,N,C,F,S
ñembojojanguera,ñembojoja,N,C,0,P,nivelaciones,nivelación,N,C,F,P
"ñembojurukechẽ,_ñembojuruvã","ñembojurukechẽ,_ñembojuruvã",N,C,0,S,mueca,mueca,N,C,F,S
"ñembojurukechẽ,_ñembojuruvãnguera","ñembojurukechẽ,_ñembojuruvã",N,C,0,P,muecas,mueca,N,C,F,P
"ñembojurukechẽ,_ñembojuruvã","ñembojurukechẽ,_ñembojuruvã",N,C,0,S,mohín,mohín,N,C,M,S
"ñembojurukechẽ,_ñembojuruvãnguera","ñembojurukechẽ,_ñembojuruvã",N,C,0,P,mohines,mohín,N,C,M,P
ñemboki,ñemboki,N,C,0,S,romance,romance,N,C,M,S
ñembokinguera,ñemboki,N,C,0,P,romances,romance,N,C,M,P
ñembokiha,ñembokiha,N,C,0,S,pretendienta,pretendiente,N,C,F,S
ñembokihanguera,ñembokiha,N,C,0,P,pretendientas,pretendiente,N,C,F,P
ñembokiha,ñembokiha,N,C,0,S,pretendiente,pretendiente,N,C,C,S
